PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20201001;05WZ;00;PC Sch vr BSO Immanuel;3412KM;LOPIKERKAPEL;331;Lopik;Utrecht;Bo;Protestants-Christelijk;41439;964,396226415094;53
20201001;05XA;00;PI-school PWS Noord;1034JG;AMSTERDAM;363;Amsterdam;Noord-Holland;So;Protestants-Christelijk;41448;7364,03125;96
20201001;05XA;01;PI-school Prf Waterink West;1063NN;AMSTERDAM;363;Amsterdam;Noord-Holland;So;Protestants-Christelijk;41448;3394,06451612903;63
20201001;05XA;03;Professor Waterinkschool;1079LK;AMSTERDAM;363;Amsterdam;Noord-Holland;So;Protestants-Christelijk;41448;4247,36363636364;34
20201001;05XB;00;CBS De Parel;9649HP;MUNTENDAM;1952;Midden-Groningen;Groningen;Bo;Protestants-Christelijk;41845;1501,89430894309;123
20201001;05XC;00;Chr Bs De Lindenborgh;9581TV;MUSSELKANAAL;37;Stadskanaal;Groningen;Bo;Protestants-Christelijk;41358;884,542253521127;142
20201001;05XD;00;Basisschool De Wegwijzer;9621AR;SLOCHTEREN;1952;Midden-Groningen;Groningen;Bo;Protestants-Christelijk;41845;1265,19178082192;73
20201001;05XE;00;De Noordkaap;9982LK;UITHUIZERMEEDEN;1966;Het Hogeland;Groningen;Bo;Protestants-Christelijk;41261;871,594936708861;158
20201001;05XF;00;Basisschool De Zaaier;9541AX;VLAGTWEDDE;1950;Westerwolde;Groningen;Bo;Protestants-Christelijk;41358;1091,28859060403;150
20201001;05XH;00;Basisschool De Tarissing;8843KE;SPANNUM;1949;Waadhoeke;Friesland;Bo;Protestants-Christelijk;42604;465,714285714286;28
20201001;05XI;00;Basisschool Paadwizer;8763MS;PARREGA;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42604;952,141025641026;78
20201001;05XQ;00;School Met De Bijbel;6668AN;RANDWIJK;1734;Overbetuwe;Gelderland;Bo;Reformatorisch;41827;1520,36036036036;111
20201001;05XR;00;Basisschool De Terebint;6659BX;WAMEL;668;West Maas en Waal;Gelderland;Bo;Protestants-Christelijk;41460;1844,22222222222;63
20201001;05XW;00;Obs Bredeschool De Springplank;8141ET;HEINO;177;Raalte;Overijssel;Bo;Openbaar;41491;1718,735;200
20201001;05XX;00;Openbare Basisschool;7255XT;HENGELO GLD;1876;Bronckhorst;Gelderland;Bo;Openbaar;41371;400,704545454545;88
20201001;05XZ;00;Basisschool De Vlieten;2678PB;DE LIER;1783;Westland;Zuid-Holland;Bo;Openbaar;41455;211,088888888889;180
20201001;05YA;00;WereldKidz Kievit;3738EB;MAARTENSDIJK;310;De Bilt;Utrecht;Bo;Openbaar;41496;512,164179104478;67
20201001;05YC;00;Basisschool De Brink;6043SG;ROERMOND;957;Roermond;Limburg;Bo;Openbaar;41692;2564,75637393768;353
20201001;05YD;00;OBS K Zwartschool;7261GH;RUURLO;1859;Berkelland;Gelderland;Bo;Openbaar;41413;116,242424242424;231
20201001;05YE;00;OBS Het Bolwerk;2172HD;SASSENHEIM;1525;Teylingen;Zuid-Holland;Bo;Openbaar;41362;1050,94273127753;228
20201001;05YK;00;Christelijke Basisschool;5314AT;BRUCHEM;297;Zaltbommel;Gelderland;Bo;Protestants-Christelijk;42658;1042,19883040936;171
20201001;05YL;00;Basisschool De Paadwizer;8434NN;WASKEMEER;85;Ooststellingwerf;Friesland;Bo;Protestants-Christelijk;41282;2889,9375;64
20201001;05YM;00;SSBO De Koppeling;3086BJ;ROTTERDAM;599;Rotterdam;Zuid-Holland;Sbo;Protestants-Christelijk;47595;1858,35537190083;121
20201001;05YQ;00;Basisschool De Regenboog;4671ES;DINTELOORD;851;Steenbergen;Noord-Brabant;Bo;Openbaar;41778;1829,06944444444;72
20201001;05YS;00;Basisschool 'T Smelleken;5554JM;VALKENSWAARD;858;Valkenswaard;Noord-Brabant;Bo;Openbaar;41662;651,775818639798;403
20201001;05YT;00;Basisschool Berg;6325CN;BERG EN TERBLIJT;994;Valkenburg aan de Geul;Limburg;Bo;Openbaar;42669;281,406779661017;236
20201001;05YW;00;RK Basisschool Den Dijk;5409AD;ODILIAPEEL;856;Uden;Noord-Brabant;Bo;Rooms-Katholiek;32177;255,846153846154;130
20201001;05YX;00;Rijnstroom College;2406JD;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Vso;Algemeen bijzonder;62077;7326,11278195489;133
20201001;05YX;02;Kesper College;2806HM;GOUDA;513;Gouda;Zuid-Holland;Vso;Algemeen bijzonder;62077;8851,72081218274;197
20201001;05YX;12;Schakenbosch College;2263SZ;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Vso;Algemeen bijzonder;62077;0;8
20201001;05YX;13;Schakenbosch College;2263SZ;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Vso;Algemeen bijzonder;62077;134,389830508475;59
20201001;05YX;15;Parkschool;2402NM;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;So;Algemeen bijzonder;62077;6349,16666666667;24
20201001;05YX;17;Midgaard College;2553RM;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;Algemeen bijzonder;62077;3840;9
20201001;05YX;18;School 2 Care;2531SX;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;Algemeen bijzonder;62077;23469,1111111111;9
20201001;05YX;19;Rijnhove;2406JD;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Vso;Algemeen bijzonder;62077;2589,13333333333;15
20201001;05YX;20;School2Care de Vliet;3191VZ;HOOGVLIET ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;11223,6923076923;13
20201001;05YX;22;School2Care de Vliet;3191VZ;HOOGVLIET ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;9283,78571428571;14
20201001;05YX;23;Het Palmhuis;2531SX;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;Algemeen bijzonder;62077;7244,35294117647;68
20201001;05ZE;00;SLS de Ravelijn;7786BH;DEN VELDE;160;Hardenberg;Overijssel;Bo;Samenwerking Opb., PC;41630;2655,16949152542;70
20201001;05ZF;00;De Tweemaster;2161KL;LISSE;553;Lisse;Zuid-Holland;Bo;Openbaar;41362;938,231884057971;345
20201001;05ZG;00;Basisschool 'T Ravelijn;5371BB;RAVENSTEIN;828;Oss;Noord-Brabant;Bo;Openbaar;75388;768,909090909091;121
20201001;05ZH;00;Basissch De Berkenhorst;7951JS;STAPHORST;180;Staphorst;Overijssel;Bo;Openbaar;41629;342,741379310345;58
20201001;05ZI;00;BS de Speelwagen;1687RA;WOGNUM;420;Medemblik;Noord-Holland;Bo;Openbaar;41421;263,672131147541;183
20201001;05ZN;00;SSBO Het Kompas;2135HA;HOOFDDORP;394;Haarlemmermeer;Noord-Holland;Sbo;Algemeen bijzonder;41008;2678,41463414634;124
20201001;05ZQ;00;De Lispeltuut;4356BG;OOSTKAPELLE;717;Veere;Zeeland;Bo;Openbaar;42610;119,708333333333;72
20201001;05ZR;00;De Appelhof;6652BE;DRUTEN;225;Druten;Gelderland;Bo;Openbaar;41340;846,491289198606;288
20201001;05ZS;00;Basisschool De Zuidwend;3755BG;EEMNES;317;Eemnes;Utrecht;Bo;Openbaar;41376;164;211
20201001;05ZT;00;IKC De Tichelaar;6691CJ;GENDT;1705;Lingewaard;Gelderland;Bo;Openbaar;41013;267,325688073394;218
20201001;05ZU;00;Basissch De Samensprong;5971AN;GRUBBENVORST;1507;Horst aan de Maas;Limburg;Bo;Openbaar;41398;167,892561983471;121
20201001;05ZW;00;WereldKidz Meander;3956EW;LEERSUM;1581;Utrechtse Heuvelrug;Utrecht;Bo;Openbaar;41496;3037,63730569948;193
20201001;05ZX;00;De Regenboog;5694SC;SON EN BREUGEL;848;Son en Breugel;Noord-Brabant;Bo;Openbaar;41860;1946,67889908257;109
20201001;05ZY;00;Basissch De Zandheuvel;4147BL;ASPEREN;1960;West Betuwe;Gelderland;Bo;Openbaar;41638;270,827956989247;93
20201001;05ZZ;00;IKC het Ravelijn;6932CA;WESTERVOORT;293;Westervoort;Gelderland;Bo;Openbaar;77235;550,611111111111;108
20201001;06AF;00;Vrije School Valentijn;3844EL;HARDERWIJK;243;Harderwijk;Gelderland;Bo;Antroposofisch;77456;4073,05586592179;179
20201001;06AG;00;Maria-School;7667PS;REUTUM;183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;691,864406779661;118
20201001;06AI;00;Openbare Bs De Noordster;4613GP;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Bo;Openbaar;41778;2016,27485380117;171
20201001;06AL;00;SWS Op Wier;9891BE;EZINGE;1969;Westerkwartier;Groningen;Bo;Openbaar;13683;348,833333333333;54
20201001;06AM;00;Basissch De Springplank;2391AX;HAZERSWOUDE-DORP;484;Alphen aan den Rijn;Zuid-Holland;Bo;Openbaar;28601;226,26455026455;189
20201001;06AN;00;De Riet;5981DS;PANNINGEN;1894;Peel en Maas;Limburg;Bo;Openbaar;47959;1036,76811594203;276
20201001;06AO;00;O D B S  Nijenstein;9997NG;ZANDEWEER;1966;Het Hogeland;Groningen;Bo;Openbaar;13683;1116,16279069767;43
20201001;06AP;00;Basisschool De Meridiaan;1671JZ;MEDEMBLIK;420;Medemblik;Noord-Holland;Bo;Openbaar;41421;648,371900826446;121
20201001;06AQ;00;SWS De Schans;9342PH;EEN;1699;Noordenveld;Drenthe;Bo;Openbaar;11711;1577,67469879518;83
20201001;06AY;00;Obs Jan Hekman;1191JP;OUDERKERK AAN DE AMSTEL;437;Ouder-Amstel;Noord-Holland;Bo;Openbaar;41580;330,385681293303;433
20201001;06AZ;00;Basisschool Flora;2931RP;KRIMPEN AAN DE LEK;1931;Krimpenerwaard;Zuid-Holland;Bo;Openbaar;41401;284,494505494506;91
20201001;06BA;00;BS de Duizendpoot;6165TV;GELEEN;1883;Sittard-Geleen;Limburg;Bo;Openbaar;83280;1534,46556473829;366
20201001;06BB;00;OBS De Klokkebei;4851BG;ULVENHOUT;758;Breda;Noord-Brabant;Bo;Openbaar;41869;329,403669724771;330
20201001;06BC;00;Basisschool De Sieppe;6562XK;GROESBEEK;1945;Berg en Dal;Gelderland;Bo;Openbaar;42486;1659,2037037037;221
20201001;06BD;00;De Cocon;4791KB;KLUNDERT;1709;Moerdijk;Noord-Brabant;Bo;Openbaar;41471;1177,45454545455;11
20201001;06BE;00;Willemsschool;2681TT;MONSTER;1783;Westland;Zuid-Holland;Bo;Openbaar;41455;316,471428571429;140
20201001;06BG;00;Basisschool Het Landje;3012BA;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;2155,96504559271;658
20201001;06BH;00;obs De Dijkwerkers;1693KT;WERVERSHOOF;420;Medemblik;Noord-Holland;Bo;Openbaar;13662;1697,44927536232;69
20201001;06BM;00;obs De Piramide;1619VC;ANDIJK;420;Medemblik;Noord-Holland;Bo;Openbaar;13662;659,975609756098;123
20201001;06BO;00;Curtevenne-Basisschool;1241BG;KORTENHOEF;1696;Wijdemeren;Noord-Holland;Bo;Openbaar;41376;1069,96721311475;183
20201001;06BP;00;Basisschool De Molenberg;9861GJ;GROOTEGAST;1969;Westerkwartier;Groningen;Bo;Openbaar;41571;792,2;80
20201001;06BQ;00;OBS De Piramide;5262XE;VUGHT;865;Vught;Noord-Brabant;Bo;Openbaar;41633;629,233532934132;334
20201001;06BR;00;OBS De Anwende;7854PR;AALDEN;109;Coevorden;Drenthe;Bo;Openbaar;41630;1680,80833333333;120
20201001;06BV;00;Sint Lambertusschool;5512AJ;VESSEM;770;Eersel;Noord-Brabant;Bo;Rooms-Katholiek;77338;0;130
20201001;06BX;00;D W v Dam v Brakelschool;5306GE;BRAKEL;297;Zaltbommel;Gelderland;Bo;Openbaar;41633;2244,47945205479;73
20201001;06BY;00;Basisschool De Schakel;7681RG;VROOMSHOOP;1700;Twenterand;Overijssel;Bo;Openbaar;23128;299,884210526316;95
20201001;06CA;00;Basissch De Dubbelburg;2235BW;VALKENBURG ZH;537;Katwijk;Zuid-Holland;Bo;Openbaar;41362;4275,32743362832;457
20201001;06CI;00;Kath Daltonsch. St. Walfridus;9781HM;BEDUM;1966;Het Hogeland;Groningen;Bo;Rooms-Katholiek;45000;754,782178217822;202
20201001;06CK;00;Basisschool Meander;6442AJ;BRUNSSUM;899;Brunssum;Limburg;Bo;Algemeen bijzonder;41516;1317,35593220339;236
20201001;06CN;00;Oosterschool;9695AH;BELLINGWOLDE;1950;Westerwolde;Groningen;Bo;Openbaar;41613;5825,4367816092;87
20201001;06CO;00;Basisschool De Regenboog;3621WS;BREUKELEN UT;1904;Stichtse Vecht;Utrecht;Bo;Openbaar;41844;295,104294478528;164
20201001;06CP;00;Basisschool De Wegwijzer;7091CW;DINXPERLO;197;Aalten;Gelderland;Bo;Openbaar;41501;137,766666666667;67
20201001;06CQ;00;Basisschool De Driepas;6101MJ;ECHT;1711;Echt-Susteren;Limburg;Bo;Openbaar;83280;1577,3125;224
20201001;06CS;00;De Wildschut;5126CK;GILZE;784;Gilze en Rijen;Noord-Brabant;Bo;Openbaar;40971;9030,67834394904;319
20201001;06CT;00;OBS 't Palet;7141VG;GROENLO;1586;Oost Gelre;Gelderland;Bo;Openbaar;41413;445,272727272727;22
20201001;06CX;00;OBS De Bogerd;5328GW;ROSSUM GLD;263;Maasdriel;Gelderland;Bo;Openbaar;41633;773,523985239852;271
20201001;06CY;00;Basisschool De Kijckert;2291LC;WATERINGEN;1783;Westland;Zuid-Holland;Bo;Openbaar;41455;738,587155963303;327
20201001;06CZ;00;Basisschool De Baayaert;4724DS;WOUW;1674;Roosendaal;Noord-Brabant;Bo;Openbaar;41471;1156,6308411215;214
20201001;06DD;00;OBS Noordewier;9955VC;RASQUERT;1966;Het Hogeland;Groningen;Bo;Openbaar;13683;2540,67532467532;77
20201001;06DE;00;Basisschool 'T Wold;3891CB;ZEEWOLDE;50;Zeewolde;Flevoland;Bo;Openbaar;41813;2003,87192118227;203
20201001;06DG;00;Obs De Noordkaap;9682PB;OOSTWOLD GEM OLDAMBT;1895;Oldambt;Groningen;Bo;Openbaar;41613;3250,54545454545;154
20201001;06DJ;00;Het Startblok;3255BN;OUDE-TONGE;1924;Goeree-Overflakkee;Zuid-Holland;Bo;Openbaar;41502;169,758620689655;145
20201001;06DM;00;RK Bs De Berckacker;5508DJ;VELDHOVEN;861;Veldhoven;Noord-Brabant;Bo;Rooms-Katholiek;77338;737,197247706422;218
20201001;06DN;00;Ned Herv Basissch Bethel;2742EB;WADDINXVEEN;627;Waddinxveen;Zuid-Holland;Bo;Reformatorisch;20243;2199,47857142857;280
20201001;06DO;00;Pieter v d Plas School;2291SK;WATERINGEN;1783;Westland;Zuid-Holland;Bo;Protestants-Christelijk;41454;767,006896551724;435
20201001;06DV;00;Chr Basisschool De Bron;8091KK;WEZEP;269;Oldebroek;Gelderland;Bo;Protestants-Christelijk;41473;299,416666666667;204
20201001;06DW;00;Basisschool De Kiem;5384HL;HEESCH;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41228;159,627272727273;110
20201001;06DX;00;Basisschool Ichthus;1396KJ;BAAMBRUGGE;736;De Ronde Venen;Utrecht;Bo;Protestants-Christelijk;41138;708,881355932203;118
20201001;06DY;00;Rehobothschool;3705PE;ZEIST;355;Zeist;Utrecht;Bo;Reformatorisch;41534;1794,11818181818;110
20201001;06DZ;00;IKC de Kerneel;6031HR;NEDERWEERT;946;Nederweert;Limburg;Bo;Rooms-Katholiek;50819;169,043189368771;301
20201001;06EA;00;DS J Bogermansch;4307BR;OOSTERLAND;1676;Schouwen-Duiveland;Zeeland;Bo;Reformatorisch;23545;388,693251533742;163
20201001;06EB;00;Basisschool Rehoboth;9744CL;GRONINGEN;14;Groningen;Groningen;Bo;Gereformeerd vrijgemaakt;42607;1520,32653061224;98
20201001;06EC;00;GBS De Princenhof;8931EG;LEEUWARDEN;80;Leeuwarden;Friesland;Bo;Gereformeerd vrijgemaakt;42607;3355,13586956522;184
20201001;06ED;00;Basisschool De Wegwijzer;4451AK;HEINKENSZAND;654;Borsele;Zeeland;Bo;Protestants-Christelijk;41582;351,33;100
20201001;06EE;00;H Faukelius Basisschool;4333EK;MIDDELBURG;687;Middelburg;Zeeland;Bo;Reformatorisch;42724;2071,18181818182;253
20201001;06EF;00;CBS De Meidoorn;8091JX;WEZEP;269;Oldebroek;Gelderland;Bo;Protestants-Christelijk;23948;418,835497835498;231
20201001;06EH;00;Basisschool De Biekorf;4931BD;GEERTRUIDENBERG;779;Geertruidenberg;Noord-Brabant;Bo;Algemeen bijzonder;41978;475,311475409836;366
20201001;06EI;00;Chr Basisschool De Brug;5165CA;WASPIK;867;Waalwijk;Noord-Brabant;Bo;Protestants-Christelijk;24065;680,794392523365;107
20201001;06EJ;00;Koningsschool;5146GA;WAALWIJK;867;Waalwijk;Noord-Brabant;Bo;Protestants-Christelijk;40681;1966,41798941799;189
20201001;06EK;00;Bs Dr R J Damschool;9982BZ;UITHUIZERMEEDEN;1966;Het Hogeland;Groningen;Bo;Gereformeerd vrijgemaakt;42607;2225,11904761905;126
20201001;06EL;00;PC Basisschool De Ark;8375BJ;OLDEMARKT;1708;Steenwijkerland;Overijssel;Bo;Protestants-Christelijk;41270;920,260869565217;115
20201001;06EM;00;Basisschool Eben Haezer;8326BA;SINT JANSKLOOSTER;1708;Steenwijkerland;Overijssel;Bo;Gereformeerd vrijgemaakt;41632;852,183098591549;142
20201001;06EN;00;Basisschool Het Baken;9934JN;DELFZIJL;10;Delfzijl;Groningen;Bo;Gereformeerd vrijgemaakt;42607;2396,9696969697;66
20201001;06EO;00;GBS De Parel;9408AM;ASSEN;106;Assen;Drenthe;Bo;Gereformeerd vrijgemaakt;42607;1618,01960784314;204
20201001;06EP;00;IKC Kornalijn;7941HN;MEPPEL;119;Meppel;Drenthe;Bo;Gereformeerd vrijgemaakt;41632;1970,75735294118;136
20201001;06EQ;00;Willem van Oranjeschool;5306BN;BRAKEL;297;Zaltbommel;Gelderland;Bo;Protestants-Christelijk;42658;307,408045977012;174
20201001;06ES;00;Eben Haezerschool;2582CH;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Reformatorisch;42570;2703,82677165354;127
20201001;06ET;00;Eben Haezerschool;2691ZC;'S-GRAVENZANDE;1783;Westland;Zuid-Holland;Bo;Reformatorisch;42570;1708,29787234043;141
20201001;06EU;00;Chr BS de Hoeksteen;4424EL;WEMELDINGE;678;Kapelle;Zeeland;Bo;Protestants-Christelijk;41582;212,283333333333;61
20201001;06EY;00;Geref BS De Lichtkring;9471RM;ZUIDLAREN;1730;Tynaarlo;Drenthe;Bo;Gereformeerd vrijgemaakt;42607;1474,85869565217;92
20201001;06FA;00;Jacobus Koelmanschool;2925VH;KRIMPEN AAN DEN IJSSEL;542;Krimpen aan den IJssel;Zuid-Holland;Bo;Reformatorisch;25196;1526,51851851852;189
20201001;06FB;00;De Wegwijzer;4161AR;HEUKELUM;1960;West Betuwe;Gelderland;Bo;Protestants-Christelijk;41396;362,824324324324;74
20201001;06FF;00;Basissch De Sleutelbloem;1947ZB;BEVERWIJK;375;Beverwijk;Noord-Holland;Bo;Rooms-Katholiek;26158;519,072202166065;277
20201001;06FI;00;Eben Haezerschool;3912AA;RHENEN;340;Rhenen;Utrecht;Bo;Reformatorisch;26626;3084,52071005917;338
20201001;06FJ;00;Basissch J van Stolberg;4695EN;SINT-MAARTENSDIJK;716;Tholen;Zeeland;Bo;Reformatorisch;42724;123,32380952381;105
20201001;06FK;00;IKC de triviant;6171HK;STEIN LB;971;Stein;Limburg;Bo;Rooms-Katholiek;83280;870,108771929825;285
20201001;06FM;00;De Zevensprong;5683LL;BEST;753;Best;Noord-Brabant;Bo;Algemeen bijzonder;26977;774,33064516129;248
20201001;06FO;00;Basisschool De Rank;4132CC;VIANEN UT;1961;Vijfheerenlanden;Utrecht;Bo;Protestants-Christelijk;41528;1012,72727272727;275
20201001;06FR;00;Speulderbrink;3852NH;ERMELO;233;Ermelo;Gelderland;Bo;Reformatorisch;27237;1980,83050847458;59
20201001;06FT;00;RK Basisschool Marcoen;4849BD;DORST;826;Oosterhout;Noord-Brabant;Bo;Rooms-Katholiek;40278;163,586345381526;249
20201001;06FU;00;Basissch De Kinderarcke;2465AG;RIJNSATERWOUDE;1884;Kaag en Braassem;Zuid-Holland;Bo;Rooms-Katholiek;40974;758,383561643836;73
20201001;06FV;00;RK Bs De Krugerstee;8172VT;VAASSEN;232;Epe;Gelderland;Bo;Rooms-Katholiek;76806;1538,88505747126;174
20201001;06FW;00;De Startbaan;5941CP;VELDEN;983;Venlo;Limburg;Bo;Rooms-Katholiek;41018;376,348780487805;410
20201001;06FY;00;RK Basisschool De Bijenkorf;2805EG;GOUDA;513;Gouda;Zuid-Holland;Bo;Rooms-Katholiek;40765;1001,54045307443;309
20201001;06GD;00;RK BS Sunte Werfert;6661DZ;ELST GLD;1734;Overbetuwe;Gelderland;Bo;Rooms-Katholiek;41530;1003,71171171171;111
20201001;06GE;00;Vrije School De Berkel;7201EV;ZUTPHEN;301;Zutphen;Gelderland;Bo;Antroposofisch;28212;3114,171875;256
20201001;06GH;00;RK Bs De Klinkert;4731EB;OUDENBOSCH;1655;Halderberge;Noord-Brabant;Bo;Rooms-Katholiek;31017;299,988888888889;270
20201001;06GK;00;Oec. basisschool De Catamaran;1055KK;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;1612,73404255319;376
20201001;06GL;00;Dr Wumkesskoalle;8501BZ;JOURE;1940;De Fryske Marren;Friesland;Bo;Protestants-Christelijk;42540;1332,5798816568;169
20201001;06GN;00;KBS Marcus;3563XC;UTRECHT;344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77195;408,93661971831;431
20201001;06GP;00;Basisschool Antonius;1433WB;KUDELSTAART;358;Aalsmeer;Noord-Holland;Bo;Rooms-Katholiek;28849;305,631875881523;709
20201001;06GR;00;Rk Bs De Cramignon;6245RE;EIJSDEN;1903;Eijsden-Margraten;Limburg;Bo;Rooms-Katholiek;42669;614,797169811321;212
20201001;06GS;00;K B S De Plataan;7941LC;MEPPEL;119;Meppel;Drenthe;Bo;Rooms-Katholiek;40888;1673,53913043478;115
20201001;06GU;00;GBS Fontanus;3844HZ;HARDERWIJK;243;Harderwijk;Gelderland;Bo;Gereformeerd vrijgemaakt;40945;985,141975308642;162
20201001;06GV;00;Johannes Calvijnschool;3817GV;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Reformatorisch;41534;3234,84745762712;118
20201001;06GW;00;Amalia Astroschool;3743EE;BAARN;308;Baarn;Utrecht;Bo;Protestants-Christelijk;41242;1580,27737226277;274
20201001;06HC;00;Basisschool Bleijerheide;6462AH;KERKRADE;928;Kerkrade;Limburg;Bo;Rooms-Katholiek;41516;253,748792270531;207
20201001;06HD;00;CNS De Groenling;8271LB;IJSSELMUIDEN;166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;63,4424778761062;339
20201001;06HE;00;RK Mariaschool;7071VG;ULFT;1509;Oude IJsselstreek;Gelderland;Bo;Rooms-Katholiek;50129;1113;284
20201001;06HG;00;Basisschool Beisterveld;5571RK;BERGEIJK;1724;Bergeijk;Noord-Brabant;Bo;Rooms-Katholiek;31384;159,664739884393;173
20201001;06HI;00;Het Spectrum;1628XH;HOORN NH;405;Hoorn;Noord-Holland;Bo;Interconfessioneel;31657;347,687679083095;349
20201001;06HJ;00;GBS De Schakel;9101WE;DOKKUM;1970;Noardeast-Frysl‘n;Friesland;Bo;Gereformeerd vrijgemaakt;42607;3466,19230769231;52
20201001;06HK;00;Kindcentrum de Mortel;5071AC;UDENHOUT;855;Tilburg;Noord-Brabant;Bo;Samenwerking Opb., RK;40971;347,529595015576;321
20201001;06HL;00;Basissch De Wentelwiek;5672HZ;NUENEN;820;Nuenen, Gerwen en Nederwetten;Noord-Brabant;Bo;Rooms-Katholiek;40557;1070,39393939394;231
20201001;06HM;00;Het Timpaan;7031AC;WEHL;222;Doetinchem;Gelderland;Bo;Rooms-Katholiek;31969;153,896640826873;388
20201001;06HN;00;RK BS De Poorte;4634VH;WOENSDRECHT;873;Woensdrecht;Noord-Brabant;Bo;Rooms-Katholiek;40517;1833,97340425532;188
20201001;06HO;00;Basissch De Akkerwinde;5111XP;BAARLE-NASSAU;744;Baarle-Nassau;Noord-Brabant;Bo;Rooms-Katholiek;32060;878,159574468085;313
20201001;06HP;00;Basisschool Het Octaaf;9405HX;ASSEN;106;Assen;Drenthe;Bo;Protestants-Christelijk;32073;695,849557522124;113
20201001;06HT;00;Basissch Joris De Witte;2343BK;OEGSTGEEST;579;Oegstgeest;Zuid-Holland;Bo;Protestants-Christelijk;32515;268,389908256881;218
20201001;06HU;00;Bs. St Nicolaas;5469PT;ERP;1948;Meierijstad;Noord-Brabant;Bo;Rooms-Katholiek;73712;391,9;50
20201001;06HV;00;RK Jozefschool;7121ET;AALTEN;197;Aalten;Gelderland;Bo;Rooms-Katholiek;42616;3734,975;120
20201001;06HW;00;Basisschool St Caecilia;5056KK;BERKEL-ENSCHOT;855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40971;471,374727668845;459
20201001;06HZ;00;C.B.S. De Wingerd;9421NP;BOVENSMILDE;1731;Midden-Drenthe;Drenthe;Bo;Protestants-Christelijk;32073;391,020547945205;146
20201001;06IA;00;De Cocon;5014NK;TILBURG;855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40971;1101,61373390558;233
20201001;06IC;00;SBO De Brigantijn;5711EJ;SOMEREN;847;Someren;Noord-Brabant;Sbo;Rooms-Katholiek;41223;5097,79381443299;97
20201001;06IC;01;SBO De Brigantijn;5751VJ;DEURNE;762;Deurne;Noord-Brabant;Sbo;Rooms-Katholiek;41223;3685,78571428571;84
20201001;06IE;00;Basisschool Zonzeel;4844BK;TERHEIJDEN;1719;Drimmelen;Noord-Brabant;Bo;Rooms-Katholiek;43967;164,323353293413;167
20201001;06IH;00;RK Bs De Meulenrakkers;4641CL;OSSENDRECHT;873;Woensdrecht;Noord-Brabant;Bo;Rooms-Katholiek;40517;246,897887323944;286
20201001;06IK;00;Basisschool De Spindel;4854CP;BAVEL;758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;32060;295,890995260663;423
20201001;06IL;00;Franciscus B;2121VE;BENNEBROEK;377;Bloemendaal;Noord-Holland;Bo;Rooms-Katholiek;40775;761,548717948718;195
20201001;06IN;00;Sint Aegidius-School;7626LW;HERTME;147;Borne;Overijssel;Bo;Rooms-Katholiek;27910;1112,703125;64
20201001;06IP;00;Basisschool de Vonder;6599AK;VEN-ZELDERHEIDE;907;Gennep;Limburg;Bo;Rooms-Katholiek;37663;822,432432432432;44
20201001;06IR;00;De Torelaar;5541VM;REUSEL;1667;Reusel-De Mierden;Noord-Brabant;Bo;Rooms-Katholiek;44201;84,2096774193548;188
20201001;06IS;00;Basisschool Uniek;4741AZ;HOEVEN;1655;Halderberge;Noord-Brabant;Bo;Rooms-Katholiek;31017;693,397705544933;523
20201001;06IT;00;Kbs De Griffioen;4841XC;PRINSENBEEK;758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;41407;330,549808429119;522
